dataset,dataset_desc,dataset_n_samples,dataset_n_dims,run_index,finder_runtime_s,mean_f1,mean_lift_precision,total_regions,per_class,valuable_counts,params_json
wide_classification,Clasificación ancha inspirada en stress tests,240,7,238,0.204306,0.682367,1.884585,14,"{""0"": {""count"": 3, ""mean_f1"": 0.7114095657227599, ""mean_lift_precision"": 2.0706776596070737}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 7, ""2"": 7, ""3"": 0}","{""consider_dims_up_to"": 3, ""enable_unions"": false, ""max_planes_in_rule"": 2, ""max_planes_per_pair"": 3, ""max_rules_per_dim"": 7, ""min_abs_gain_f1"": 0.012759216168093584, ""min_abs_gain_prec"": 0.04181380673478538, ""min_lift_prec"": 1.1274554234266136, ""min_rel_gain_f1"": 0.024549432518640446, ""min_support"": 6, ""rng_seed"": 4748, ""sample_limit_per_r"": 1700, ""union_max_pairs_per_bucket"": 108}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,239,0.140168,0.682684,1.771488,6,"{""0"": {""count"": 2, ""mean_f1"": 0.7120418848162687, ""mean_lift_precision"": 1.8444846292947557}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 6, ""2"": 0, ""3"": 0}","{""consider_dims_up_to"": 3, ""enable_unions"": false, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""max_rules_per_dim"": 6, ""min_abs_gain_f1"": 0.009248917328552436, ""min_abs_gain_prec"": 0.010812565698292604, ""min_lift_prec"": 1.105500210741186, ""min_rel_gain_f1"": 0.03267492052964608, ""min_support"": 9, ""rng_seed"": 2851, ""sample_limit_per_r"": 1100, ""union_max_pairs_per_bucket"": 93}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,240,0.039869,0.612398,1.566427,6,"{""0"": {""count"": 2, ""mean_f1"": 0.6560209424078953, ""mean_lift_precision"": 1.6754591783360482}, ""1"": {""count"": 2, ""mean_f1"": 0.5392817059479134, ""mean_lift_precision"": 1.2878235579505035}, ""2"": {""count"": 2, ""mean_f1"": 0.6418927064491808, ""mean_lift_precision"": 1.735999679075738}}","{""1"": 6, ""2"": 0}","{""consider_dims_up_to"": 2, ""enable_unions"": false, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 1, ""max_rules_per_dim"": 14, ""min_abs_gain_f1"": 0.007771844383856186, ""min_abs_gain_prec"": 0.04429768806114965, ""min_lift_prec"": 1.1233055695756422, ""min_rel_gain_f1"": 0.017832541142830526, ""min_support"": 13, ""rng_seed"": 6854, ""sample_limit_per_r"": 1700, ""union_max_pairs_per_bucket"": 80}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,241,0.205213,0.635109,1.678417,22,"{""0"": {""count"": 3, ""mean_f1"": 0.7114095657227599, ""mean_lift_precision"": 2.0706776596070737}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 10, ""3"": 0}","{""consider_dims_up_to"": 3, ""enable_unions"": false, ""max_planes_in_rule"": 2, ""max_planes_per_pair"": 2, ""max_rules_per_dim"": 12, ""min_abs_gain_f1"": 0.004528885077306416, ""min_abs_gain_prec"": 0.010047979955912074, ""min_lift_prec"": 1.0150309973340002, ""min_rel_gain_f1"": 0.01918343501988385, ""min_support"": 14, ""rng_seed"": 560, ""sample_limit_per_r"": 500, ""union_max_pairs_per_bucket"": 149}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,242,0.074018,0.682367,1.884585,14,"{""0"": {""count"": 3, ""mean_f1"": 0.7114095657227599, ""mean_lift_precision"": 2.0706776596070737}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 7, ""2"": 7}","{""consider_dims_up_to"": 2, ""enable_unions"": false, ""max_planes_in_rule"": 2, ""max_planes_per_pair"": 2, ""max_rules_per_dim"": 7, ""min_abs_gain_f1"": 0.00414637856761021, ""min_abs_gain_prec"": 0.04800484138724449, ""min_lift_prec"": 1.2871506747995147, ""min_rel_gain_f1"": 0.05249597429138639, ""min_support"": 13, ""rng_seed"": 1344, ""sample_limit_per_r"": 1100, ""union_max_pairs_per_bucket"": 92}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,243,0.189080,0.682367,1.884585,14,"{""0"": {""count"": 3, ""mean_f1"": 0.7114095657227599, ""mean_lift_precision"": 2.0706776596070737}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 7, ""2"": 7, ""3"": 0}","{""consider_dims_up_to"": 3, ""enable_unions"": false, ""max_planes_in_rule"": 2, ""max_planes_per_pair"": 2, ""max_rules_per_dim"": 7, ""min_abs_gain_f1"": 0.03541574695047078, ""min_abs_gain_prec"": 0.01721482141712389, ""min_lift_prec"": 1.2097594415361121, ""min_rel_gain_f1"": 0.06562580152690392, ""min_support"": 8, ""rng_seed"": 9150, ""sample_limit_per_r"": 2000, ""union_max_pairs_per_bucket"": 114}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,244,0.039272,0.612398,1.566427,6,"{""0"": {""count"": 2, ""mean_f1"": 0.6560209424078953, ""mean_lift_precision"": 1.6754591783360482}, ""1"": {""count"": 2, ""mean_f1"": 0.5392817059479134, ""mean_lift_precision"": 1.2878235579505035}, ""2"": {""count"": 2, ""mean_f1"": 0.6418927064491808, ""mean_lift_precision"": 1.735999679075738}}","{""1"": 6, ""2"": 0}","{""consider_dims_up_to"": 2, ""enable_unions"": false, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 1, ""max_rules_per_dim"": 14, ""min_abs_gain_f1"": 0.004478456163895761, ""min_abs_gain_prec"": 0.0005152384369082719, ""min_lift_prec"": 1.1426392000136536, ""min_rel_gain_f1"": 0.03579571383113051, ""min_support"": 11, ""rng_seed"": 3229, ""sample_limit_per_r"": 1700, ""union_max_pairs_per_bucket"": 75}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,245,0.072989,0.622870,1.565458,12,"{""0"": {""count"": 3, ""mean_f1"": 0.6746945898773532, ""mean_lift_precision"": 1.731800995322284}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 0}","{""consider_dims_up_to"": 2, ""enable_unions"": false, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""max_rules_per_dim"": 12, ""min_abs_gain_f1"": 0.043446996617438026, ""min_abs_gain_prec"": 0.037495741578943635, ""min_lift_prec"": 1.3143550051418194, ""min_rel_gain_f1"": 0.042292379450320425, ""min_support"": 8, ""rng_seed"": 3692, ""sample_limit_per_r"": 1400, ""union_max_pairs_per_bucket"": 137}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,246,0.086806,0.682367,1.884585,12,"{""0"": {""count"": 3, ""mean_f1"": 0.7114095657227599, ""mean_lift_precision"": 2.0706776596070737}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 6, ""2"": 6}","{""consider_dims_up_to"": 2, ""enable_unions"": false, ""max_planes_in_rule"": 2, ""max_planes_per_pair"": 3, ""max_rules_per_dim"": 6, ""min_abs_gain_f1"": 0.04458846167345336, ""min_abs_gain_prec"": 0.020672641816423806, ""min_lift_prec"": 1.1289115816622708, ""min_rel_gain_f1"": 0.044693932428459676, ""min_support"": 14, ""rng_seed"": 6165, ""sample_limit_per_r"": 800, ""union_max_pairs_per_bucket"": 131}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,247,0.205911,0.682367,1.884585,12,"{""0"": {""count"": 3, ""mean_f1"": 0.7114095657227599, ""mean_lift_precision"": 2.0706776596070737}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 6, ""2"": 6, ""3"": 0}","{""consider_dims_up_to"": 3, ""enable_unions"": false, ""max_planes_in_rule"": 2, ""max_planes_per_pair"": 2, ""max_rules_per_dim"": 6, ""min_abs_gain_f1"": 0.001354934556419818, ""min_abs_gain_prec"": 0.03134525030637618, ""min_lift_prec"": 1.1259838717721093, ""min_rel_gain_f1"": 0.011343479904483006, ""min_support"": 11, ""rng_seed"": 6356, ""sample_limit_per_r"": 500, ""union_max_pairs_per_bucket"": 79}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,248,0.039542,0.612398,1.566427,6,"{""0"": {""count"": 2, ""mean_f1"": 0.6560209424078953, ""mean_lift_precision"": 1.6754591783360482}, ""1"": {""count"": 2, ""mean_f1"": 0.5392817059479134, ""mean_lift_precision"": 1.2878235579505035}, ""2"": {""count"": 2, ""mean_f1"": 0.6418927064491808, ""mean_lift_precision"": 1.735999679075738}}","{""1"": 6, ""2"": 0}","{""consider_dims_up_to"": 2, ""enable_unions"": false, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 1, ""max_rules_per_dim"": 6, ""min_abs_gain_f1"": 0.039396499607287014, ""min_abs_gain_prec"": 0.007574593409955638, ""min_lift_prec"": 1.3470667201724196, ""min_rel_gain_f1"": 0.0501305127370091, ""min_support"": 15, ""rng_seed"": 6673, ""sample_limit_per_r"": 800, ""union_max_pairs_per_bucket"": 138}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,249,0.142084,0.623743,1.550964,9,"{""0"": {""count"": 3, ""mean_f1"": 0.6746945898773532, ""mean_lift_precision"": 1.731800995322284}, ""1"": {""count"": 1, ""mean_f1"": 0.5432098765427711, ""mean_lift_precision"": 1.2225995677678296}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 9, ""2"": 0, ""3"": 0}","{""consider_dims_up_to"": 3, ""enable_unions"": false, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""max_rules_per_dim"": 9, ""min_abs_gain_f1"": 0.002093316934455508, ""min_abs_gain_prec"": 0.005262502989932916, ""min_lift_prec"": 1.2322004293776498, ""min_rel_gain_f1"": 0.058527298008249115, ""min_support"": 13, ""rng_seed"": 5766, ""sample_limit_per_r"": 1100, ""union_max_pairs_per_bucket"": 176}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,250,0.040297,0.612398,1.566427,6,"{""0"": {""count"": 2, ""mean_f1"": 0.6560209424078953, ""mean_lift_precision"": 1.6754591783360482}, ""1"": {""count"": 2, ""mean_f1"": 0.5392817059479134, ""mean_lift_precision"": 1.2878235579505035}, ""2"": {""count"": 2, ""mean_f1"": 0.6418927064491808, ""mean_lift_precision"": 1.735999679075738}}","{""1"": 6, ""2"": 0}","{""consider_dims_up_to"": 2, ""enable_unions"": false, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 1, ""max_rules_per_dim"": 12, ""min_abs_gain_f1"": 0.034650978584890885, ""min_abs_gain_prec"": 0.037628078932163744, ""min_lift_prec"": 1.0824964176143064, ""min_rel_gain_f1"": 0.06688582634534816, ""min_support"": 8, ""rng_seed"": 7599, ""sample_limit_per_r"": 1400, ""union_max_pairs_per_bucket"": 61}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,251,0.040825,0.612398,1.566427,6,"{""0"": {""count"": 2, ""mean_f1"": 0.6560209424078953, ""mean_lift_precision"": 1.6754591783360482}, ""1"": {""count"": 2, ""mean_f1"": 0.5392817059479134, ""mean_lift_precision"": 1.2878235579505035}, ""2"": {""count"": 2, ""mean_f1"": 0.6418927064491808, ""mean_lift_precision"": 1.735999679075738}}","{""1"": 6, ""2"": 0}","{""consider_dims_up_to"": 2, ""enable_unions"": false, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 1, ""max_rules_per_dim"": 11, ""min_abs_gain_f1"": 0.02765203690759585, ""min_abs_gain_prec"": 0.027190894561088464, ""min_lift_prec"": 1.3335814120352463, ""min_rel_gain_f1"": 0.06918583724873571, ""min_support"": 12, ""rng_seed"": 892, ""sample_limit_per_r"": 500, ""union_max_pairs_per_bucket"": 149}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,252,0.140000,0.664010,1.715146,7,"{""0"": {""count"": 3, ""mean_f1"": 0.6746945898773532, ""mean_lift_precision"": 1.731800995322284}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 7, ""2"": 0, ""3"": 0}","{""consider_dims_up_to"": 3, ""enable_unions"": false, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""max_rules_per_dim"": 7, ""min_abs_gain_f1"": 0.043578967339651754, ""min_abs_gain_prec"": 0.017922414454587723, ""min_lift_prec"": 1.3728509010254213, ""min_rel_gain_f1"": 0.04197922889446521, ""min_support"": 7, ""rng_seed"": 1102, ""sample_limit_per_r"": 500, ""union_max_pairs_per_bucket"": 118}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,253,0.039460,0.612398,1.566427,6,"{""0"": {""count"": 2, ""mean_f1"": 0.6560209424078953, ""mean_lift_precision"": 1.6754591783360482}, ""1"": {""count"": 2, ""mean_f1"": 0.5392817059479134, ""mean_lift_precision"": 1.2878235579505035}, ""2"": {""count"": 2, ""mean_f1"": 0.6418927064491808, ""mean_lift_precision"": 1.735999679075738}}","{""1"": 6, ""2"": 0}","{""consider_dims_up_to"": 2, ""enable_unions"": false, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 1, ""max_rules_per_dim"": 11, ""min_abs_gain_f1"": 0.012296109862017608, ""min_abs_gain_prec"": 0.048691094429465176, ""min_lift_prec"": 1.3571884004014634, ""min_rel_gain_f1"": 0.009051715438921464, ""min_support"": 6, ""rng_seed"": 7102, ""sample_limit_per_r"": 800, ""union_max_pairs_per_bucket"": 92}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,254,0.104700,0.612398,1.566427,6,"{""0"": {""count"": 2, ""mean_f1"": 0.6560209424078953, ""mean_lift_precision"": 1.6754591783360482}, ""1"": {""count"": 2, ""mean_f1"": 0.5392817059479134, ""mean_lift_precision"": 1.2878235579505035}, ""2"": {""count"": 2, ""mean_f1"": 0.6418927064491808, ""mean_lift_precision"": 1.735999679075738}}","{""1"": 6, ""2"": 0, ""3"": 0}","{""consider_dims_up_to"": 3, ""enable_unions"": false, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 1, ""max_rules_per_dim"": 13, ""min_abs_gain_f1"": 0.027182497900829772, ""min_abs_gain_prec"": 0.030699749632152485, ""min_lift_prec"": 1.1470511195821558, ""min_rel_gain_f1"": 0.06321320576088274, ""min_support"": 15, ""rng_seed"": 7313, ""sample_limit_per_r"": 800, ""union_max_pairs_per_bucket"": 61}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,255,0.105518,0.612398,1.566427,6,"{""0"": {""count"": 2, ""mean_f1"": 0.6560209424078953, ""mean_lift_precision"": 1.6754591783360482}, ""1"": {""count"": 2, ""mean_f1"": 0.5392817059479134, ""mean_lift_precision"": 1.2878235579505035}, ""2"": {""count"": 2, ""mean_f1"": 0.6418927064491808, ""mean_lift_precision"": 1.735999679075738}}","{""1"": 6, ""2"": 0, ""3"": 0}","{""consider_dims_up_to"": 3, ""enable_unions"": false, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 1, ""max_rules_per_dim"": 7, ""min_abs_gain_f1"": 0.028868181493798918, ""min_abs_gain_prec"": 0.04922029353420872, ""min_lift_prec"": 1.3101405977239395, ""min_rel_gain_f1"": 0.06894829902472144, ""min_support"": 6, ""rng_seed"": 5689, ""sample_limit_per_r"": 2000, ""union_max_pairs_per_bucket"": 77}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,256,0.129311,0.664010,1.715146,8,"{""0"": {""count"": 3, ""mean_f1"": 0.6746945898773532, ""mean_lift_precision"": 1.731800995322284}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 8, ""2"": 0, ""3"": 0}","{""consider_dims_up_to"": 3, ""enable_unions"": false, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""max_rules_per_dim"": 8, ""min_abs_gain_f1"": 0.005504782662667684, ""min_abs_gain_prec"": 0.024652863226073934, ""min_lift_prec"": 1.3930207906733076, ""min_rel_gain_f1"": 0.03791408295270287, ""min_support"": 12, ""rng_seed"": 9584, ""sample_limit_per_r"": 1100, ""union_max_pairs_per_bucket"": 122}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,257,0.222620,0.635109,1.678417,21,"{""0"": {""count"": 3, ""mean_f1"": 0.7114095657227599, ""mean_lift_precision"": 2.0706776596070737}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 11, ""2"": 10, ""3"": 0}","{""consider_dims_up_to"": 3, ""enable_unions"": false, ""max_planes_in_rule"": 2, ""max_planes_per_pair"": 3, ""max_rules_per_dim"": 11, ""min_abs_gain_f1"": 0.0016162740454731261, ""min_abs_gain_prec"": 0.006486967766032326, ""min_lift_prec"": 1.374115915281056, ""min_rel_gain_f1"": 0.029517527976433616, ""min_support"": 13, ""rng_seed"": 3272, ""sample_limit_per_r"": 1700, ""union_max_pairs_per_bucket"": 147}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,258,0.075994,0.682367,1.884585,12,"{""0"": {""count"": 3, ""mean_f1"": 0.7114095657227599, ""mean_lift_precision"": 2.0706776596070737}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 6, ""2"": 6}","{""consider_dims_up_to"": 2, ""enable_unions"": false, ""max_planes_in_rule"": 2, ""max_planes_per_pair"": 3, ""max_rules_per_dim"": 6, ""min_abs_gain_f1"": 0.026822876166222084, ""min_abs_gain_prec"": 0.033971209166448725, ""min_lift_prec"": 1.203222091173998, ""min_rel_gain_f1"": 0.041314247452987105, ""min_support"": 6, ""rng_seed"": 8838, ""sample_limit_per_r"": 1100, ""union_max_pairs_per_bucket"": 178}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,259,0.214432,0.635109,1.678417,22,"{""0"": {""count"": 3, ""mean_f1"": 0.7114095657227599, ""mean_lift_precision"": 2.0706776596070737}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 10, ""3"": 0}","{""consider_dims_up_to"": 3, ""enable_unions"": false, ""max_planes_in_rule"": 2, ""max_planes_per_pair"": 2, ""max_rules_per_dim"": 12, ""min_abs_gain_f1"": 0.030301405558369406, ""min_abs_gain_prec"": 0.030438490399557223, ""min_lift_prec"": 1.2518520158509188, ""min_rel_gain_f1"": 0.009421455377446836, ""min_support"": 9, ""rng_seed"": 3968, ""sample_limit_per_r"": 1100, ""union_max_pairs_per_bucket"": 171}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,260,0.196013,0.622870,1.565458,12,"{""0"": {""count"": 3, ""mean_f1"": 0.6746945898773532, ""mean_lift_precision"": 1.731800995322284}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 12, ""2"": 0, ""3"": 0}","{""consider_dims_up_to"": 3, ""enable_unions"": false, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""max_rules_per_dim"": 12, ""min_abs_gain_f1"": 0.030397452882558136, ""min_abs_gain_prec"": 0.028535524475383035, ""min_lift_prec"": 1.1763805945369372, ""min_rel_gain_f1"": 0.07482908129956273, ""min_support"": 15, ""rng_seed"": 3864, ""sample_limit_per_r"": 1100, ""union_max_pairs_per_bucket"": 133}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,261,0.073758,0.622870,1.565458,11,"{""0"": {""count"": 3, ""mean_f1"": 0.6746945898773532, ""mean_lift_precision"": 1.731800995322284}, ""1"": {""count"": 3, ""mean_f1"": 0.5405910961461994, ""mean_lift_precision"": 1.2660822278896122}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 11, ""2"": 0}","{""consider_dims_up_to"": 2, ""enable_unions"": false, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""max_rules_per_dim"": 11, ""min_abs_gain_f1"": 0.027616713746485194, ""min_abs_gain_prec"": 0.001198446439811518, ""min_lift_prec"": 1.3286678724320016, ""min_rel_gain_f1"": 0.06877230662163793, ""min_support"": 9, ""rng_seed"": 5284, ""sample_limit_per_r"": 1100, ""union_max_pairs_per_bucket"": 130}"
wide_classification,Clasificación ancha inspirada en stress tests,240,7,262,0.072372,0.682684,1.771488,6,"{""0"": {""count"": 2, ""mean_f1"": 0.7120418848162687, ""mean_lift_precision"": 1.8444846292947557}, ""2"": {""count"": 3, ""mean_f1"": 0.6533252963627872, ""mean_lift_precision"": 1.6984916559691914}}","{""1"": 6, ""2"": 0}","{""consider_dims_up_to"": 2, ""enable_unions"": false, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""max_rules_per_dim"": 6, ""min_abs_gain_f1"": 0.04698879775648165, ""min_abs_gain_prec"": 0.013519798000478967, ""min_lift_prec"": 1.151660113774247, ""min_rel_gain_f1"": 0.006215801785413663, ""min_support"": 12, ""rng_seed"": 9890, ""sample_limit_per_r"": 800, ""union_max_pairs_per_bucket"": 159}"
